,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
speed,0.9263125047709764,0.07961162429041387,11.635392607892248,4.7926796942659645e-30,0.7701532156133387,1.082471793928614
speed_sq,0.024960753291736637,0.0013828790725141438,18.049845274147312,3.479434721246236e-66,0.022248217090151002,0.027673289493322272
