,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
speed,0.6392217882791442,0.07814178852936597,8.180281003408597,5.884212896751309e-16,0.48594560205615367,0.7924979745021348
speed_sq,0.023280692854337204,0.0013508662827354378,17.233898833565487,5.6716498250899e-61,0.020630950177445394,0.025930435531229014
